rmlove30	61005763
rmlove30	43056123
aces1977	159774254
aces1977	97516802
rmlove30	45334859
bajenny	43535738
bajenny	43113031
rmlove30	56071272
rabbit38844	42984580
jay7134	187229958
florence0402	32258718
q12080005	172891236
milk52313	360516737
jay7134	173929248
wuhsinyikate	29938934
q12080005	172605717
q12080005	177584466
rabbit38844	43797529
jay7134	173697915
q12080005	188457783
enjoylife22	30097617
gric	101801839
blue19cheese	106145408
bigdevil	103337449
